,bop date,eop date,day count, bop RSP price , eop RSP price , bop SPY price ,, eop SPY price ,, eop SPY / eop RSP , bop SPY / RSP moving avg , eop SPY / RSP moving avg ,current position,new position, bop RSP shares , eop RSP shares , eop RSP shares bought , eop RSP shares sold , eop RSP shares traded , bop SPY shares , eop SPY shares , eop SPY shares bought , eop SPY shares sold , eop SPY shares traded , RSP daily commission , SPY daily commission , daily total commissions , RSP cop ,RSP pct cop, RSP daily position pnl , SPY cop ,SPY pct cop, SPY daily position pnl , daily position pnl , short RSP investment amount , long RSP investment amount , RSP investment amount , daily RSP borrow cost , short SPY investment amount , long SPY investment amount , SPY investment amount , daily SPY borrow cost , net investment amount , gross investment amount , short investment amount , daily borrow cost , daily net profit , cumulative net profit , drawdown 
182,9/23/2024,9/24/2024,1, $177.65 , $177.91 , $569.67 ,94%, $571.30 , $0.31 , 3.21 , 3.20 , 3.20 ,1,1, 562.90 , 562.08 , -   , 0.82 , (0.82), (175.54), (175.04), 0.50 , -   , 0.50 , $(0.00), $(0.00), $(0.01), $0.26 ,0.15%, $146.36 , $1.63 ,0.29%, $(286.13), $(139.78), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(142.56), $186.96 ," $(7,915.10)"
183,9/24/2024,9/25/2024,1, $177.91 , $176.81 , $571.30 ,94%, $570.04 , $0.31 , 3.22 , 3.20 , 3.21 ,1,1, 562.08 , 565.58 , 3.50 , -   , 3.50 , (175.04), (175.43), -   , 0.39 , (0.39), $(0.02), $(0.00), $(0.02), $(1.10),-0.62%, $(618.29), $(1.26),-0.22%, $220.55 , $(397.74), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(400.54), $(213.58)," $(8,315.64)"
184,9/25/2024,9/26/2024,1, $176.81 , $178.29 , $570.04 ,87%, $572.30 , $0.31 , 3.21 , 3.21 , 3.20 ,1,1, 565.58 , 560.88 , -   , 4.69 , (4.69), (175.43), (174.73), 0.69 , -   , 0.69 , $(0.02), $(0.00), $(0.03), $1.48 ,0.83%, $837.06 , $2.26 ,0.40%, $(396.46), $440.59 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $437.79 , $224.21 ," $(7,877.85)"
185,9/26/2024,9/27/2024,1, $178.29 , $178.93 , $572.30 ,89%, $571.47 , $0.31 , 3.19 , 3.20 , 3.20 ,1,-1, 560.88 , (558.88), -   ," 1,119.76 "," (1,119.76)", (174.73), 174.99 , 349.72 , -   , 349.72 , $(5.60), $(1.75), $(7.35), $0.64 ,0.36%, $358.97 , $(0.83),-0.15%, $145.03 , $503.99 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $493.87 , $718.08 ," $(7,383.98)"
186,9/27/2024,9/30/2024,3, $178.93 , $179.16 , $571.47 ,88%, $573.76 , $0.31 , 3.20 , 3.20 , 3.20 ,-1,1, (558.88), 558.16 ," 1,117.04 ", -   ," 1,117.04 ", 174.99 , (174.29), -   , 349.28 , (349.28), $(5.59), $(1.75), $(7.33), $0.23 ,0.13%, $(128.54), $2.29 ,0.40%, $400.72 , $272.18 ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $100,000.00 "," $100,000.00 ", $-   , $0.00 ," $200,000.00 "," $(100,000.00)", $(8.33), $256.51 , $974.60 ," $(7,127.46)"
187,9/30/2024,10/1/2024,1, $179.16 , $178.21 , $573.76 ,87%, $568.62 , $0.31 , 3.19 , 3.20 , 3.20 ,1,-1, 558.16 , (561.14), -   ," 1,119.30 "," (1,119.30)", (174.29), 175.86 , 350.15 , -   , 350.15 , $(5.60), $(1.75), $(7.35), $(0.95),-0.53%, $(530.25), $(5.14),-0.90%, $895.84 , $365.59 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $355.47 ," $1,330.06 "," $(6,772.00)"
188,10/1/2024,10/2/2024,1, $178.21 , $178.02 , $568.62 ,81%, $568.86 , $0.31 , 3.20 , 3.20 , 3.20 ,-1,-1, (561.14), (561.73), -   , 0.60 , (0.60), 175.86 , 175.79 , -   , 0.07 , (0.07), $(0.00), $(0.00), $(0.00), $(0.19),-0.11%, $106.62 , $0.24 ,0.04%, $42.21 , $148.82 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $146.04 ," $1,476.11 "," $(6,625.95)"
189,10/2/2024,10/3/2024,1, $178.02 , $177.18 , $568.86 ,63%, $567.82 , $0.31 , 3.20 , 3.20 , 3.20 ,-1,1, (561.73), 564.40 ," 1,126.13 ", -   ," 1,126.13 ", 175.79 , (176.11), -   , 351.90 , (351.90), $(5.63), $(1.76), $(7.39), $(0.84),-0.47%, $471.86 , $(1.04),-0.18%, $(182.82), $289.04 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $278.87 ," $1,754.97 "," $(6,347.09)"
190,10/3/2024,10/4/2024,1, $177.18 , $178.57 , $567.82 ,69%, $572.98 , $0.31 , 3.21 , 3.20 , 3.20 ,1,1, 564.40 , 560.00 , -   , 4.39 , (4.39), (176.11), (174.53), 1.59 , -   , 1.59 , $(0.02), $(0.01), $(0.03), $1.39 ,0.78%, $784.51 , $5.16 ,0.90%, $(908.74), $(124.23), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $(127.03)," $1,627.94 "," $(6,474.12)"
191,10/4/2024,10/7/2024,3, $178.57 , $177.18 , $572.98 ,69%, $567.80 , $0.31 , 3.20 , 3.20 , 3.20 ,1,-1, 560.00 , (564.40), -   ," 1,124.40 "," (1,124.40)", (174.53), 176.12 , 350.64 , -   , 350.64 , $(5.62), $(1.75), $(7.38), $(1.39),-0.78%, $(778.41), $(5.18),-0.91%, $904.05 , $125.64 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $200,000.00 "," $(100,000.00)", $(8.33), $109.93 ," $1,737.87 "," $(6,364.19)"
192,10/7/2024,10/8/2024,1, $177.18 , $177.60 , $567.80 ,73%, $573.17 , $0.31 , 3.23 , 3.20 , 3.21 ,-1,1, (564.40), 563.06 ," 1,127.46 ", -   ," 1,127.46 ", 176.12 , (174.47), -   , 350.59 , (350.59), $(5.64), $(1.75), $(7.39), $0.42 ,0.24%, $(237.05), $5.37 ,0.94%, $945.76 , $708.71 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $698.54 ," $2,436.41 "," $(5,665.65)"
193,10/8/2024,10/9/2024,1, $177.60 , $178.82 , $573.17 ,61%, $577.14 , $0.31 , 3.23 , 3.21 , 3.21 ,1,1, 563.06 , 559.22 , -   , 3.84 , (3.84), (174.47), (173.27), 1.20 , -   , 1.20 , $(0.02), $(0.01), $(0.03), $1.22 ,0.68%, $686.94 , $3.97 ,0.69%, $(692.64), $(5.70), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(8.51)," $2,427.91 "," $(5,674.15)"
194,10/9/2024,10/10/2024,1, $178.82 , $178.15 , $577.14 ,68%, $576.13 , $0.31 , 3.23 , 3.21 , 3.21 ,1,1, 559.22 , 561.32 , 2.10 , -   , 2.10 , (173.27), (173.57), -   , 0.30 , (0.30), $(0.01), $(0.00), $(0.01), $(0.67),-0.38%, $(374.68), $(1.01),-0.18%, $175.00 , $(199.68), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $(202.47)," $2,225.44 "," $(5,876.62)"
195,10/10/2024,10/11/2024,1, $178.15 , $179.90 , $576.13 ,60%, $579.58 , $0.31 , 3.22 , 3.21 , 3.21 ,1,1, 561.32 , 555.86 , -   , 5.46 , (5.46), (173.57), (172.54), 1.03 , -   , 1.03 , $(0.03), $(0.01), $(0.03), $1.75 ,0.98%, $982.32 , $3.45 ,0.60%, $(598.82), $383.50 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $380.68 ," $2,606.12 "," $(5,495.94)"
196,10/11/2024,10/14/2024,3, $179.90 , $181.22 , $579.58 ,79%, $584.32 , $0.31 , 3.22 , 3.21 , 3.21 ,1,1, 555.86 , 551.82 , -   , 4.05 , (4.05), (172.54), (171.14), 1.40 , -   , 1.40 , $(0.02), $(0.01), $(0.03), $1.32 ,0.73%, $733.74 , $4.74 ,0.81%, $(817.83), $(84.09), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $200,000.00 "," $(100,000.00)", $(8.33), $(92.45)," $2,513.67 "," $(5,588.39)"
197,10/14/2024,10/15/2024,1, $181.22 , $180.40 , $584.32 ,90%, $579.78 , $0.31 , 3.21 , 3.21 , 3.22 ,1,-1, 551.82 , (554.32), -   ," 1,106.14 "," (1,106.14)", (171.14), 172.48 , 343.62 , -   , 343.62 , $(5.53), $(1.72), $(7.25), $(0.82),-0.45%, $(452.49), $(4.54),-0.78%, $776.97 , $324.48 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $314.46 ," $2,828.13 "," $(5,273.93)"
198,10/15/2024,10/16/2024,1, $180.40 , $181.62 , $579.78 ,93%, $582.30 , $0.31 , 3.21 , 3.22 , 3.22 ,-1,-1, (554.32), (550.60), 3.72 , -   , 3.72 , 172.48 , 171.73 , -   , 0.75 , (0.75), $(0.02), $(0.00), $(0.02), $1.22 ,0.67%, $(676.27), $2.52 ,0.43%, $434.65 , $(241.63)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $(244.43)," $2,583.70 "," $(5,518.36)"
199,10/16/2024,10/17/2024,1, $181.62 , $181.33 , $582.30 ,94%, $582.35 , $0.31 , 3.21 , 3.22 , 3.22 ,-1,-1, (550.60), (551.48), -   , 0.88 , (0.88), 171.73 , 171.72 , -   , 0.01 , (0.01), $(0.00), $(0.00), $(0.00), $(0.29),-0.16%, $159.67 , $0.05 ,0.01%, $8.59 , $168.26 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $165.48 ," $2,749.18 "," $(5,352.88)"
200,10/17/2024,10/18/2024,1, $181.33 , $181.87 , $582.35 ,94%, $584.59 , $0.31 , 3.21 , 3.22 , 3.22 ,-1,-1, (551.48), (549.84), 1.64 , -   , 1.64 , 171.72 , 171.06 , -   , 0.66 , (0.66), $(0.01), $(0.00), $(0.01), $0.54 ,0.30%, $(297.80), $2.24 ,0.38%, $384.65 , $86.85 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $84.06 ," $2,833.24 "," $(5,268.82)"
201,10/18/2024,10/21/2024,3, $181.87 , $180.32 , $584.59 ,95%, $583.63 , $0.31 , 3.24 , 3.22 , 3.22 ,-1,1, (549.84), 554.57 ," 1,104.41 ", -   ," 1,104.41 ", 171.06 , (171.34), -   , 342.40 , (342.40), $(5.52), $(1.71), $(7.23), $(1.55),-0.86%, $852.26 , $(0.96),-0.16%, $(164.22), $688.04 ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(8.33), $672.47 ," $3,505.71 "," $(4,596.35)"
202,10/21/2024,10/22/2024,1, $180.32 , $179.51 , $583.63 ,94%, $583.32 , $0.31 , 3.25 , 3.22 , 3.22 ,1,1, 554.57 , 557.07 , 2.50 , -   , 2.50 , (171.34), (171.43), -   , 0.09 , (0.09), $(0.01), $(0.00), $(0.01), $(0.81),-0.45%, $(449.20), $(0.31),-0.05%, $53.12 , $(396.09), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $(398.88)," $3,106.83 "," $(4,995.23)"
203,10/22/2024,10/23/2024,1, $179.51 , $178.92 , $583.32 ,80%, $577.99 , $0.31 , 3.23 , 3.22 , 3.22 ,1,1, 557.07 , 558.91 , 1.84 , -   , 1.84 , (171.43), (173.01), -   , 1.58 , (1.58), $(0.01), $(0.01), $(0.02), $(0.59),-0.33%, $(328.67), $(5.33),-0.92%, $913.74 , $585.06 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $582.27 ," $3,689.10 "," $(4,412.96)"
204,10/23/2024,10/24/2024,1, $178.92 , $178.96 , $577.99 ,79%, $579.24 , $0.31 , 3.24 , 3.22 , 3.22 ,1,1, 558.91 , 558.78 , -   , 0.12 , (0.12), (173.01), (172.64), 0.37 , -   , 0.37 , $(0.00), $(0.00), $(0.00), $0.04 ,0.02%, $22.36 , $1.25 ,0.22%, $(216.27), $(193.91), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $(196.69)," $3,492.41 "," $(4,609.65)"
205,10/24/2024,10/25/2024,1, $178.96 , $178.11 , $579.24 ,71%, $579.04 , $0.31 , 3.25 , 3.22 , 3.23 ,1,1, 558.78 , 561.45 , 2.67 , -   , 2.67 , (172.64), (172.70), -   , 0.06 , (0.06), $(0.01), $(0.00), $(0.01), $(0.85),-0.48%, $(474.97), $(0.20),-0.03%, $34.53 , $(440.44), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(443.23)," $3,049.18 "," $(5,052.88)"
206,10/25/2024,10/28/2024,3, $178.11 , $179.12 , $579.04 ,75%, $580.83 , $0.31 , 3.24 , 3.23 , 3.23 ,1,1, 561.45 , 558.28 , -   , 3.17 , (3.17), (172.70), (172.17), 0.53 , -   , 0.53 , $(0.02), $(0.00), $(0.02), $1.01 ,0.57%, $567.07 , $1.79 ,0.31%, $(309.13), $257.93 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $(0.00)," $200,000.00 "," $(100,000.00)", $(8.33), $249.58 ," $3,298.76 "," $(4,803.30)"
207,10/28/2024,10/29/2024,1, $179.12 , $178.58 , $580.83 ,72%, $581.77 , $0.31 , 3.26 , 3.23 , 3.23 ,1,1, 558.28 , 559.97 , 1.69 , -   , 1.69 , (172.17), (171.89), 0.28 , -   , 0.28 , $(0.01), $(0.00), $(0.01), $(0.54),-0.30%, $(301.47), $0.94 ,0.16%, $(161.84), $(463.31), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $(466.10)," $2,832.66 "," $(5,269.40)"
208,10/29/2024,10/30/2024,1, $178.58 , $178.19 , $581.77 ,71%, $580.01 , $0.31 , 3.26 , 3.23 , 3.24 ,1,1, 559.97 , 561.20 , 1.23 , -   , 1.23 , (171.89), (172.41), -   , 0.52 , (0.52), $(0.01), $(0.00), $(0.01), $(0.39),-0.22%, $(218.39), $(1.76),-0.30%, $302.53 , $84.14 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $81.35 ," $2,914.01 "," $(5,188.05)"
209,10/30/2024,10/31/2024,1, $178.19 , $176.29 , $580.01 ,75%, $568.64 , $0.31 , 3.23 , 3.24 , 3.24 ,1,-1, 561.20 , (567.25), -   ," 1,128.45 "," (1,128.45)", (172.41), 175.86 , 348.27 , -   , 348.27 , $(5.64), $(1.74), $(7.38), $(1.90),-1.07%," $(1,066.28)", $(11.37),-1.98%," $1,960.31 ", $894.03 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $883.87 ," $3,797.88 "," $(4,304.18)"
210,10/31/2024,11/1/2024,1, $176.29 , $176.40 , $568.64 ,86%, $571.04 , $0.31 , 3.24 , 3.24 , 3.24 ,-1,-1, (567.25), (566.89), 0.35 , -   , 0.35 , 175.86 , 175.12 , -   , 0.74 , (0.74), $(0.00), $(0.00), $(0.01), $0.11 ,0.06%, $(62.40), $2.40 ,0.42%, $422.06 , $359.66 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $356.88 ," $4,154.76 "," $(3,947.30)"
211,11/1/2024,11/4/2024,3, $176.40 , $176.61 , $571.04 ,93%, $569.81 , $0.31 , 3.23 , 3.24 , 3.24 ,-1,-1, (566.89), (566.22), 0.67 , -   , 0.67 , 175.12 , 175.50 , 0.38 , -   , 0.38 , $(0.00), $(0.00), $(0.01), $0.21 ,0.12%, $(119.05), $(1.23),-0.22%, $(215.40), $(334.44)," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $100,000.00 "," $100,000.00 ", $-   , $(0.00)," $200,000.00 "," $(100,000.00)", $(8.33), $(342.78)," $3,811.98 "," $(4,290.08)"
212,11/4/2024,11/5/2024,1, $176.61 , $178.67 , $569.81 ,94%, $576.70 , $0.31 , 3.23 , 3.24 , 3.24 ,-1,-1, (566.22), (559.69), 6.53 , -   , 6.53 , 175.50 , 173.40 , -   , 2.10 , (2.10), $(0.03), $(0.01), $(0.04), $2.06 ,1.16%," $(1,166.41)", $6.89 ,1.20%," $1,209.17 ", $42.76 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $39.94 ," $3,851.92 "," $(4,250.14)"
213,11/5/2024,11/6/2024,1, $178.67 , $182.90 , $576.70 ,91%, $591.04 , $0.31 , 3.23 , 3.24 , 3.24 ,-1,-1, (559.69), (546.75), 12.94 , -   , 12.94 , 173.40 , 169.19 , -   , 4.21 , (4.21), $(0.06), $(0.02), $(0.09), $4.23 ,2.34%," $(2,367.49)", $14.34 ,2.46%," $2,486.56 ", $119.07 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $116.20 ," $3,968.13 "," $(4,133.93)"
214,11/6/2024,11/7/2024,1, $182.90 , $183.08 , $591.04 ,95%, $595.61 , $0.31 , 3.25 , 3.24 , 3.24 ,-1,1, (546.75), 546.21 ," 1,092.96 ", -   ," 1,092.96 ", 169.19 , (167.90), -   , 337.09 , (337.09), $(5.46), $(1.69), $(7.15), $0.18 ,0.10%, $(98.41), $4.57 ,0.77%, $773.21 , $674.80 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $664.87 ," $4,633.00 "," $(3,469.06)"
215,11/7/2024,11/8/2024,1, $183.08 , $184.10 , $595.61 ,97%, $598.19 , $0.31 , 3.25 , 3.24 , 3.24 ,1,1, 546.21 , 543.18 , -   , 3.03 , (3.03), (167.90), (167.17), 0.72 , -   , 0.72 , $(0.02), $(0.00), $(0.02), $1.02 ,0.56%, $557.13 , $2.58 ,0.43%, $(433.17), $123.96 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $121.17 ," $4,754.17 "," $(3,347.89)"
216,11/8/2024,11/11/2024,3, $184.10 , $185.02 , $598.19 ,98%, $598.76 , $0.31 , 3.24 , 3.24 , 3.24 ,1,-1, 543.18 , (540.48), -   ," 1,083.67 "," (1,083.67)", (167.17), 167.01 , 334.18 , -   , 334.18 , $(5.42), $(1.67), $(7.09), $0.92 ,0.50%, $499.73 , $0.57 ,0.10%, $(95.29), $404.44 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $200,000.00 "," $(100,000.00)", $(8.33), $389.02 ," $5,143.18 "," $(2,958.88)"
217,11/11/2024,11/12/2024,1, $185.02 , $183.61 , $598.76 ,98%, $596.90 , $0.31 , 3.25 , 3.24 , 3.24 ,-1,1, (540.48), 544.63 ," 1,085.11 ", -   ," 1,085.11 ", 167.01 , (167.53), -   , 334.54 , (334.54), $(5.43), $(1.67), $(7.10), $(1.41),-0.76%, $762.08 , $(1.86),-0.31%, $(310.64), $451.44 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $441.56 ," $5,584.75 "," $(2,517.31)"
218,11/12/2024,11/13/2024,1, $183.61 , $183.71 , $596.90 ,99%, $597.19 , $0.31 , 3.25 , 3.24 , 3.24 ,1,1, 544.63 , 544.34 , -   , 0.30 , (0.30), (167.53), (167.45), 0.08 , -   , 0.08 , $(0.00), $(0.00), $(0.00), $0.10 ,0.05%, $54.46 , $0.29 ,0.05%, $(48.58), $5.88 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $3.10 ," $5,587.85 "," $(2,514.22)"
219,11/13/2024,11/14/2024,1, $183.71 , $182.24 , $597.19 ,99%, $593.35 , $0.31 , 3.26 , 3.24 , 3.24 ,1,1, 544.34 , 548.73 , 4.39 , -   , 4.39 , (167.45), (168.53), -   , 1.08 , (1.08), $(0.02), $(0.01), $(0.03), $(1.47),-0.80%, $(800.17), $(3.84),-0.65%, $643.01 , $(157.16), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $(159.97)," $5,427.88 "," $(2,674.18)"
220,11/14/2024,11/15/2024,1, $182.24 , $180.94 , $593.35 ,99%, $585.75 , $0.31 , 3.24 , 3.24 , 3.24 ,1,-1, 548.73 , (552.67), -   ," 1,101.40 "," (1,101.40)", (168.53), 170.72 , 339.26 , -   , 339.26 , $(5.51), $(1.70), $(7.20), $(1.30),-0.72%, $(713.35), $(7.60),-1.29%," $1,280.86 ", $567.52 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $557.54 ," $5,985.41 "," $(2,116.65)"
221,11/15/2024,11/18/2024,3, $180.94 , $181.67 , $585.75 ,99%, $588.15 , $0.31 , 3.24 , 3.24 , 3.24 ,-1,-1, (552.67), (550.45), 2.22 , -   , 2.22 , 170.72 , 170.02 , -   , 0.70 , (0.70), $(0.01), $(0.00), $(0.01), $0.73 ,0.40%, $(403.45), $2.40 ,0.41%, $409.73 , $6.28 ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(8.33), $(2.07)," $5,983.35 "," $(2,118.71)"
222,11/18/2024,11/19/2024,1, $181.67 , $181.18 , $588.15 ,97%, $590.30 , $0.31 , 3.26 , 3.24 , 3.25 ,-1,1, (550.45), 551.94 ," 1,102.39 ", -   ," 1,102.39 ", 170.02 , (169.41), -   , 339.43 , (339.43), $(5.51), $(1.70), $(7.21), $(0.49),-0.27%, $269.72 , $2.15 ,0.36%, $365.55 , $635.27 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $625.29 ," $6,608.63 "," $(1,493.43)"
223,11/19/2024,11/20/2024,1, $181.18 , $181.79 , $590.30 ,92%, $590.50 , $0.31 , 3.25 , 3.25 , 3.25 ,1,1, 551.94 , 550.09 , -   , 1.85 , (1.85), (169.41), (169.35), 0.06 , -   , 0.06 , $(0.01), $(0.00), $(0.01), $0.61 ,0.34%, $336.68 , $0.20 ,0.03%, $(33.88), $302.80 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $300.01 ," $6,908.65 "," $(1,193.41)"
224,11/20/2024,11/21/2024,1, $181.79 , $184.08 , $590.50 ,95%, $593.67 , $0.31 , 3.23 , 3.25 , 3.24 ,1,-1, 550.09 , (543.24), -   ," 1,093.33 "," (1,093.33)", (169.35), 168.44 , 337.79 , -   , 337.79 , $(5.47), $(1.69), $(7.16), $2.29 ,1.25%," $1,259.70 ", $3.17 ,0.54%, $(536.83), $722.86 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $712.93 ," $7,621.58 ", $(480.48)
225,11/21/2024,11/22/2024,1, $184.08 , $185.53 , $593.67 ,91%, $595.51 , $0.31 , 3.21 , 3.24 , 3.24 ,-1,-1, (543.24), (539.00), 4.25 , -   , 4.25 , 168.44 , 167.92 , -   , 0.52 , (0.52), $(0.02), $(0.00), $(0.02), $1.45 ,0.78%, $(787.70), $1.84 ,0.31%, $309.94 , $(477.76)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(480.57)," $7,141.01 ", $(961.05)
226,11/22/2024,11/25/2024,3, $185.53 , $187.21 , $595.51 ,85%, $597.53 , $0.31 , 3.19 , 3.24 , 3.24 ,-1,-1, (539.00), (534.16), 4.84 , -   , 4.84 , 167.92 , 167.36 , -   , 0.57 , (0.57), $(0.02), $(0.00), $(0.03), $1.68 ,0.90%, $(905.51), $2.02 ,0.34%, $339.21 , $(566.31)," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(8.33), $(574.67)," $6,566.34 "," $(1,535.72)"
