,bop date,eop date,day count,bop RSP price,eop RSP price,,,bop SPY price,eop SPY price,,,,,,,eop SPY / eop RSP,bop SPY / RSP moving avg,eop SPY / RSP moving avg,current position,new position,bop RSP shares,eop RSP shares,eop RSP shares bought,eop RSP shares sold,eop RSP shares traded,bop SPY shares,eop SPY shares,eop SPY shares bought,eop SPY shares sold,eop SPY shares traded,RSP daily commission,SPY daily commission,daily total commissions,RSP cop,RSP pct cop,RSP daily position pnl,SPY cop,SPY pct cop,SPY daily position pnl,daily position pnl,short RSP investment amount,long RSP investment amount,RSP investment amount,daily RSP borrow cost,short SPY investment amount,long SPY investment amount,SPY investment amount,daily SPY borrow cost,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
546,3/9/2026,3/10/2026,1,198.71,197.22,1.268132716,-0.75%,678.27,677.18,1.4445274,-0.16%,0.59%,13.02%,0.59%,13.02%,3.433627421,3.383082001,3.383316094,1,1,503.2459363,507.0479667,3.802030449,0,3.802030449,-147.4339127,-147.6712248,0,0.237312037,-0.237312037,-0.019010152,-0.00118656,-0.020196712,-1.49,-0.007526619,-749.8364451,-1.09,-0.001608322,160.7029649,-589.1334802,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,-591.9314547,-5290.890177,-12575.63881
547,3/10/2026,3/11/2026,1,197.22,196.57,1.263953189,-0.33%,677.18,676.33,1.442714222,-0.13%,0.20%,13.23%,0.20%,13.23%,3.440657272,3.383316094,3.384959987,1,1,507.0479667,508.7246274,1.676660622,0,1.676660622,-147.6712248,-147.8568155,0,0.185590675,-0.185590675,-0.008383303,-0.000927953,-0.009311256,-0.65,-0.003301255,-329.5811784,-0.85,-0.001255994,125.5205411,-204.0606373,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-206.8477263,-5497.737903,-12782.48654
548,3/11/2026,3/12/2026,1,196.57,193.53,1.244405864,-1.56%,676.33,666.06,1.420806758,-1.53%,0.03%,13.26%,0.03%,13.26%,3.441636956,3.384959987,3.386993668,1,1,508.7246274,516.7157547,7.991127304,0,7.991127304,-147.8568155,-150.1366243,0,2.279808868,-2.279808868,-0.039955637,-0.011399044,-0.051354681,-3.04,-0.015586063,-1546.522867,-10.27,-0.015301366,1518.489495,-28.0333724,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,-30.86250486,-5528.600408,-12813.34905
549,3/12/2026,3/13/2026,1,193.53,193.52,1.244341564,-0.01%,666.06,662.29,1.412764777,-0.57%,-0.56%,12.69%,-0.56%,12.69%,3.422333609,3.386993668,3.388462956,1,1,516.7157547,516.7424556,0.026700897,0,0.026700897,-150.1366243,-150.9912576,0,0.854633278,-0.854633278,-0.000133504,-0.004273166,-0.004406671,-0.01,-5.17E-05,-5.167157547,-3.77,-0.00567623,566.0150737,560.8479162,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,558.0657317,-4970.534676,-12255.28331
550,3/13/2026,3/16/2026,3,193.52,194.96,1.253600823,0.74%,662.29,669.03,1.427142217,1.01%,0.27%,12.97%,0.27%,12.97%,3.431627,3.388462956,3.392017984,1,1,516.7424556,512.9257284,0,3.816727206,-3.816727206,-150.9912576,-149.4701284,1.521129211,0,1.521129211,-0.019083636,-0.007605646,-0.026689282,1.44,0.007413543,744.109136,6.74,0.010125376,-1017.681076,-273.5719403,0,100000,100000,0,-100000,0,-100000,-8.333333333,-1.46E-11,200000,-100000,-8.333333333,-281.9319629,-5252.466639,-12537.21528
551,3/16/2026,3/17/2026,1,194.96,196.05,1.260609568,0.56%,669.03,670.79,1.430896563,0.26%,-0.29%,12.67%,-0.29%,12.67%,3.421525121,3.392017984,3.394505952,1,1,512.9257284,510.0739607,0,2.85176763,-2.85176763,-149.4701284,-149.0779529,0.392175533,0,0.392175533,-0.014258838,-0.001960878,-0.016219716,1.09,0.005575319,559.0890439,1.76,0.00262722,-263.067426,296.0216179,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,293.2276204,-4959.239019,-12243.98766
552,3/17/2026,3/18/2026,1,196.05,193.47,1.244020062,-1.32%,670.79,661.43,1.410930267,-1.41%,-0.08%,12.59%,-0.08%,12.59%,3.418772936,3.394505952,3.39688096,1,1,510.0739607,516.8760014,6.802040723,0,6.802040723,-149.0779529,-151.1875784,0,2.109625567,-2.109625567,-0.034010204,-0.010548128,-0.044558331,-2.58,-0.013247267,-1315.990819,-9.36,-0.014051964,1395.369639,79.37882012,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,76.55648401,-4882.682535,-12167.43117
553,3/18/2026,3/19/2026,1,193.47,193.32,1.243055556,-0.08%,661.43,659.8,1.407453231,-0.25%,-0.17%,12.42%,-0.17%,12.42%,3.412994,3.39688096,3.399055716,1,1,516.8760014,517.2770536,0.401052143,0,0.401052143,-151.1875784,-151.5610791,0,0.373500686,-0.373500686,-0.002005261,-0.001867503,-0.003872764,-0.15,-0.000775615,-77.53140022,-1.63,-0.002467399,246.4357528,168.9043526,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,166.1227021,-4716.559833,-12001.30847
554,3/19/2026,3/20/2026,1,193.32,190.48,1.224794239,-1.48%,659.8,648.57,1.383497942,-1.72%,-0.24%,12.18%,-0.24%,12.18%,3.404924402,3.399055716,3.400398512,1,1,517.2770536,524.9895002,7.71244662,0,7.71244662,-151.5610791,-154.1853616,0,2.624282527,-2.624282527,-0.038562233,-0.013121413,-0.051683646,-2.84,-0.014799645,-1469.066832,-11.23,-0.017166819,1702.030918,232.9640863,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,230.1346248,-4486.425208,-11771.17385
555,3/20/2026,3/23/2026,3,190.48,191.69,1.232574588,0.63%,648.57,655.38,1.398024702,1.04%,0.41%,12.60%,0.41%,12.60%,3.418957692,3.400398512,3.40231246,1,1,524.9895002,521.6756221,0,3.313878112,-3.313878112,-154.1853616,-152.5832342,1.602127488,0,1.602127488,-0.016569391,-0.008010637,-0.024580028,1.21,0.006332282,635.2372953,6.81,0.010445281,-1050.002313,-414.7650175,0,100000,100000,0,-100000,0,-100000,-8.333333333,1.46E-11,200000,-100000,-8.333333333,-423.1229309,-4909.548139,-12194.29678
556,3/23/2026,3/24/2026,1,191.69,191.92,1.234053498,0.12%,655.38,653.18,1.393331769,-0.34%,-0.46%,12.14%,-0.46%,12.14%,3.403397249,3.40231246,3.403567057,1,1,521.6756221,521.0504377,0,0.625184416,-0.625184416,-152.5832342,-153.0971555,0,0.513921301,-0.513921301,-0.003125922,-0.002569607,-0.005695529,0.23,0.001199135,119.9853931,-2.2,-0.003362478,335.6831151,455.6685082,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,452.8850349,-4456.663104,-11741.41174
557,3/24/2026,3/25/2026,1,191.92,192.85,1.240033436,0.48%,653.18,656.82,1.40109644,0.56%,0.07%,12.21%,0.07%,12.21%,3.405859476,3.403567057,3.40361983,1,1,521.0504377,518.5377236,0,2.512714063,-2.512714063,-153.0971555,-152.2487135,0.848441956,0,0.848441956,-0.01256357,-0.00424221,-0.01680578,0.93,0.004834066,484.576907,3.64,0.005557266,-557.2736459,-72.69673881,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,-75.49132237,-4532.154426,-11816.90306
558,3/25/2026,3/26/2026,1,192.85,191.08,1.228652263,-0.92%,656.82,645.09,1.376074575,-1.80%,-0.88%,11.33%,-0.88%,11.33%,3.376020515,3.40361983,3.404077184,1,-1,518.5377236,-523.341009,0,1041.878733,-1041.878733,-152.2487135,155.0171294,307.2658429,0,307.2658429,-5.209393663,-1.536329214,-6.745722878,-1.77,-0.009220496,-917.8117708,-11.73,-0.018020166,1785.877409,868.0656385,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,858.5421379,-3673.612288,-10958.36093
559,3/26/2026,3/27/2026,1,191.08,188.46,1.211805556,-1.38%,645.09,634.09,1.352609911,-1.72%,-0.34%,10.99%,-0.34%,10.99%,3.36458665,3.404077184,3.404967393,-1,-1,-523.341009,-530.6165765,0,7.27556746,-7.27556746,155.0171294,157.7063193,2.689189899,0,2.689189899,-0.036377837,-0.013445949,-0.049823787,-2.62,-0.013806406,1371.153444,-11,-0.017198942,-1705.188423,-334.0349797,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-336.8625813,-4010.47487,-11295.22351
560,3/27/2026,3/30/2026,3,188.46,188.07,1.20929784,-0.21%,634.09,631.97,1.34808763,-0.33%,-0.13%,10.86%,-0.13%,10.86%,3.360291381,3.404967393,3.405236716,-1,-1,-530.6165765,-531.7169139,0,1.100337453,-1.100337453,157.7063193,158.2353593,0.529039981,0,0.529039981,-0.005501687,-0.0026452,-0.008146887,-0.39,-0.002071549,206.9404648,-2.12,-0.003348976,-334.3373969,-127.3969321,-100000,0,-100000,-8.333333333,0,100000,100000,0,-1.46E-11,200000,-100000,-8.333333333,-135.7384123,-4146.213282,-11430.96192
561,3/30/2026,3/31/2026,1,188.07,191.92,1.234053498,2.03%,631.97,650.34,1.387273619,2.87%,0.84%,11.70%,0.84%,11.70%,3.388599416,3.405236716,3.406334838,-1,-1,-531.7169139,-521.0504377,10.66647623,0,10.66647623,158.2353593,153.7657225,0,4.469636728,-4.469636728,-0.053332381,-0.022348184,-0.075680565,3.85,0.020264385,-2047.110119,18.37,0.028653378,2906.78355,859.6734313,-100000,0,-100000,-2.777777778,0,100000,100000,0,-1.46E-11,200000,-100000,-2.777777778,856.8199729,-3289.393309,-10574.14195
562,3/31/2026,4/1/2026,1,191.92,192.54,1.238040123,0.32%,650.34,655.24,1.397726061,0.75%,0.43%,12.13%,0.43%,12.13%,3.40313701,3.406334838,3.407648966,-1,-1,-521.0504377,-519.3725979,1.677839781,0,1.677839781,153.7657225,152.6158354,0,1.149887126,-1.149887126,-0.008389199,-0.005749436,-0.014138635,0.62,0.003225306,-323.0512714,4.9,0.007506278,753.4520405,430.4007691,-100000,0,-100000,-2.777777778,0,100000,100000,0,1.46E-11,200000,-100000,-2.777777778,427.6088527,-2861.784456,-10146.53309
563,4/1/2026,4/2/2026,1,192.54,193.09,1.241576646,0.29%,655.24,655.83,1.39898462,0.09%,-0.20%,11.94%,-0.20%,11.94%,3.396499042,3.407648966,3.407605064,-1,-1,-519.3725979,-517.8932104,1.479387482,0,1.479387482,152.6158354,152.4785386,0,0.137296773,-0.137296773,-0.007396937,-0.000686484,-0.008083421,0.55,0.002852477,-285.6549288,0.59,0.000900028,90.0433429,-195.6115859,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-198.3974471,-3060.181903,-10344.93054
564,4/2/2026,4/6/2026,4,193.09,193.92,1.24691358,0.43%,655.83,658.93,1.405597389,0.47%,0.04%,11.98%,0.04%,11.98%,3.397947607,3.407605064,3.407838048,-1,-1,-517.8932104,-515.6765677,2.216642763,0,2.216642763,152.4785386,151.7611886,0,0.717350052,-0.717350052,-0.011083214,-0.00358675,-0.014669964,0.83,0.004289301,-429.8513646,3.1,0.004715698,472.6834698,42.83210515,-100000,0,-100000,-11.11111111,0,100000,100000,0,-1.46E-11,200000,-100000,-11.11111111,31.70632408,-3028.475579,-10313.22422
565,4/6/2026,4/7/2026,1,193.92,193.49,1.244148663,-0.22%,658.93,659.22,1.406216003,0.04%,0.27%,12.25%,0.27%,12.25%,3.406997778,3.407838048,3.407519627,-1,-1,-515.6765677,-516.8225748,0,1.146007153,-1.146007153,151.7611886,151.6944267,0,0.066761847,-0.066761847,-0.005730036,-0.000333809,-0.006063845,-0.43,-0.002219871,221.7409241,0.29,0.000440011,44.01074469,265.7516688,-100000,0,-100000,-2.777777778,0,100000,100000,0,1.46E-11,200000,-100000,-2.777777778,262.9678272,-2765.507752,-10050.25639
566,4/7/2026,4/8/2026,1,193.49,197.96,1.272890947,2.28%,659.22,676.01,1.442031613,2.52%,0.23%,12.48%,0.23%,12.48%,3.414881794,3.407519627,3.406582345,-1,1,-516.8225748,505.1525561,1021.975131,0,1021.975131,151.6944267,-147.9268058,0,299.6212326,-299.6212326,-5.109875654,-1.498106163,-6.607981817,4.47,0.022839159,-2310.196909,16.79,0.025150551,2546.949425,236.7525157,-100000,0,-100000,-2.777777778,0,100000,100000,0,1.46E-11,200000,-100000,-2.777777778,227.3667561,-2538.140996,-9822.889634
567,4/8/2026,4/9/2026,1,197.96,198.08,1.273662551,0.06%,676.01,679.91,1.450350903,0.58%,0.51%,12.99%,0.51%,12.99%,3.432502019,3.406582345,3.406174583,1,1,505.1525561,504.8465267,0,0.306029416,-0.306029416,-147.9268058,-147.0782898,0.848516043,0,0.848516043,-0.001530147,-0.00424258,-0.005772727,0.12,0.000605999,60.61830673,3.9,0.005752568,-576.9145427,-516.296236,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-519.0797865,-3057.220783,-10341.96942
568,4/9/2026,4/10/2026,1,198.08,196.65,1.264467593,-0.72%,679.91,679.46,1.449390985,-0.07%,0.66%,13.65%,0.66%,13.65%,3.455174167,3.406174583,3.406851443,1,1,504.8465267,508.517671,3.671144333,0,3.671144333,-147.0782898,-147.1756983,0,0.097408575,-0.097408575,-0.018355722,-0.000487043,-0.018842765,-1.43,-0.007245491,-721.9305331,-0.45,-0.000662071,66.1852304,-655.7453027,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,-658.5419233,-3715.762706,-11000.51134
569,4/10/2026,4/13/2026,3,196.65,198.83,1.278485082,1.10%,679.46,686.1,1.46355511,0.97%,-0.13%,13.52%,-0.13%,13.52%,3.450686516,3.406851443,3.408269089,1,1,508.517671,502.9422119,0,5.575459049,-5.575459049,-147.1756983,-145.7513482,1.424350149,0,1.424350149,-0.027877295,-0.007121751,-0.034999046,2.18,0.011024689,1108.568523,6.64,0.009725025,-977.246637,131.3218857,0,100000,100000,0,-100000,0,-100000,-8.333333333,0,200000,-100000,-8.333333333,122.9535533,-3592.809153,-10877.55779
570,4/13/2026,4/14/2026,1,198.83,199.66,1.283822016,0.42%,686.1,694.46,1.481388255,1.21%,0.79%,14.31%,0.79%,14.31%,3.478212962,3.408269089,3.410598387,1,1,502.9422119,500.8514475,0,2.090764479,-2.090764479,-145.7513482,-143.9967745,1.754573728,0,1.754573728,-0.010453822,-0.008772869,-0.019226691,0.83,0.004165732,417.4420359,8.36,0.012111175,-1218.481271,-801.039235,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-803.8362395,-4396.645392,-11681.39403
571,4/14/2026,4/15/2026,1,199.66,199.73,1.284272119,0.04%,694.46,699.94,1.493077924,0.79%,0.75%,15.06%,0.75%,15.06%,3.504430982,3.410598387,3.41474368,1,1,500.8514475,500.6759125,0,0.175534979,-0.175534979,-143.9967745,-142.8693888,1.127385667,0,1.127385667,-0.000877675,-0.005636928,-0.006514603,0.07,0.000350535,35.05960132,5.48,0.007860052,-789.1023241,-754.0427228,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-756.8270152,-5153.472407,-12438.22105
572,4/15/2026,4/16/2026,1,199.73,200.64,1.290123457,0.45%,699.94,701.66,1.496746944,0.25%,-0.21%,14.86%,-0.21%,14.86%,3.49710925,3.41474368,3.418660495,1,1,500.6759125,498.4051037,0,2.270808814,-2.270808814,-142.8693888,-142.5191688,0.350219977,0,0.350219977,-0.011354044,-0.0017511,-0.013105144,0.91,0.004545803,455.6150804,1.72,0.002454339,-245.7353487,209.8797316,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,207.0888487,-4946.383559,-12231.1322
573,4/16/2026,4/17/2026,1,200.64,203.16,1.30632716,1.25%,701.66,710.14,1.514836067,1.20%,-0.05%,14.81%,-0.05%,14.81%,3.49547155,3.418660495,3.422784373,1,1,498.4051037,492.2228785,0,6.182225149,-6.182225149,-142.5191688,-140.8173036,1.701865198,0,1.701865198,-0.030911126,-0.008509326,-0.039420452,2.52,0.012481588,1255.980861,8.48,0.012013177,-1208.562552,47.41830958,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,44.60111135,-4901.782447,-12186.53109
574,4/17/2026,4/20/2026,3,203.16,203.8,1.310442387,0.31%,710.14,708.72,1.511806992,-0.20%,-0.51%,14.29%,-0.51%,14.29%,3.477526987,3.422784373,3.426414502,1,1,492.2228785,490.6771344,0,1.545744074,-1.545744074,-140.8173036,-141.0994469,0,0.28214326,-0.28214326,-0.00772872,-0.001410716,-0.009139437,0.64,0.003145275,315.0226423,-1.42,-0.002001608,199.9605712,514.9832134,0,100000,100000,0,-100000,0,-100000,-8.333333333,0,200000,-100000,-8.333333333,506.6407406,-4395.141707,-11679.89034
575,4/20/2026,4/21/2026,1,203.8,202.55,1.302404835,-0.62%,708.72,704.08,1.50190917,-0.66%,-0.04%,14.25%,-0.04%,14.25%,3.47607998,3.426414502,3.429270617,1,1,490.6771344,493.705258,3.028123515,0,3.028123515,-141.0994469,-142.0293149,0,0.92986796,-0.92986796,-0.015140618,-0.00464934,-0.019789957,-1.25,-0.006152351,-613.3464181,-4.64,-0.00656854,654.7014336,41.35501551,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,38.55744778,-4356.584259,-11641.3329
576,4/21/2026,4/22/2026,1,202.55,202.46,1.301826132,-0.04%,704.08,711.21,1.517118539,1.01%,1.05%,15.30%,1.05%,15.30%,3.512842043,3.429270617,3.434742856,1,1,493.705258,493.9247259,0.219467911,0,0.219467911,-142.0293149,-140.6054471,1.423867796,0,1.423867796,-0.00109734,-0.007119339,-0.008216679,-0.09,-0.000444433,-44.43347322,7.13,0.010075759,-1012.669015,-1057.102488,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,-1059.888483,-5416.472741,-12701.22138
577,4/22/2026,4/23/2026,1,202.46,202.45,1.301761831,0.00%,711.21,708.45,1.511231042,-0.39%,-0.38%,14.92%,-0.38%,14.92%,3.499382564,3.434742856,3.439419011,1,1,493.9247259,493.9491232,0.024397369,0,0.024397369,-140.6054471,-141.1532218,0,0.547774767,-0.547774767,-0.000121987,-0.002738874,-0.002860861,-0.01,-4.94E-05,-4.939247259,-2.76,-0.00388826,388.0710339,383.1317866,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,380.351148,-5036.121593,-12320.87023
578,4/23/2026,4/24/2026,1,202.45,202.03,1.299061214,-0.21%,708.45,713.94,1.522942042,0.77%,0.98%,15.90%,0.98%,15.90%,3.533831609,3.439419011,3.447309565,1,1,493.9491232,494.9759937,1.026870424,0,1.026870424,-141.1532218,-140.0677928,1.085429011,0,1.085429011,-0.005134352,-0.005427145,-0.010561497,-0.42,-0.002076741,-207.4586318,5.49,0.00771944,-774.9311878,-982.3898196,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-985.1781588,-6021.299752,-13306.04839
579,4/24/2026,4/27/2026,3,202.03,201.79,1.297518004,-0.12%,713.94,715.17,1.525565818,0.17%,0.29%,16.19%,0.29%,16.19%,3.544130036,3.447309565,3.456286735,1,1,494.9759937,495.564696,0.588702307,0,0.588702307,-140.0677928,-139.8268943,0.240898507,0,0.240898507,-0.002943512,-0.001204493,-0.004148004,-0.24,-0.001188649,-118.7942385,1.23,0.001721351,-172.2833852,-291.0776236,0,100000,100000,0,-100000,0,-100000,-8.333333333,0,200000,-100000,-8.333333333,-299.415105,-6320.714857,-13605.4635
580,4/27/2026,4/28/2026,1,201.79,200.76,1.290895062,-0.51%,715.17,711.69,1.518142452,-0.49%,0.02%,16.22%,0.02%,16.22%,3.544979079,3.456286735,3.46552112,1,1,495.564696,498.1071927,2.542496697,0,2.542496697,-139.8268943,-140.5106156,0,0.683721272,-0.683721272,-0.012712483,-0.003418606,-0.01613109,-1.03,-0.005117388,-510.4316369,-3.48,-0.004877853,486.5975922,-23.83404467,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-26.62795354,-6347.342811,-13632.09145
581,4/28/2026,4/29/2026,1,200.76,200.41,1.288644547,-0.17%,711.69,711.58,1.517907805,-0.02%,0.16%,16.37%,0.16%,16.37%,3.550621226,3.46552112,3.47362221,1,1,498.1071927,498.977097,0.869904283,0,0.869904283,-140.5106156,-140.5323365,0,0.021720914,-0.021720914,-0.004349521,-0.000108605,-0.004458126,-0.35,-0.001744897,-174.3375174,-0.11,-0.000154574,15.45616771,-158.8813497,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-161.6635856,-6509.006396,-13793.75503
582,4/29/2026,4/30/2026,1,200.41,203.44,1.308127572,1.50%,711.58,718.66,1.533010516,0.99%,-0.51%,15.86%,-0.51%,15.86%,3.532540307,3.47362221,3.480092375,1,1,498.977097,491.5454188,0,7.431678155,-7.431678155,-140.5323365,-139.1478585,1.384477976,0,1.384477976,-0.037158391,-0.00692239,-0.044080781,3.03,0.015005853,1511.900604,7.08,0.009900517,-994.9689424,516.9316614,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,514.1098029,-5994.896593,-13279.64523
583,4/30/2026,5/1/2026,1,203.44,202.82,1.304140947,-0.31%,718.66,720.65,1.537255488,0.28%,0.58%,16.45%,0.58%,16.45%,3.553150577,3.480092375,3.487924952,1,1,491.5454188,493.0480229,1.502604081,0,1.502604081,-139.1478585,-138.7636162,0.384242335,0,0.384242335,-0.00751302,-0.001921212,-0.009434232,-0.62,-0.003052235,-304.7581597,1.99,0.002765216,-276.9042384,-581.6623981,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,-584.4496101,-6579.346204,-13864.09484
584,5/1/2026,5/4/2026,3,202.82,201.64,1.296553498,-0.58%,720.65,718.01,1.531623968,-0.37%,0.22%,16.66%,0.22%,16.66%,3.560851022,3.487924952,3.496070122,1,1,493.0480229,495.9333466,2.885323681,0,2.885323681,-138.7636162,-139.2738263,0,0.51021009,-0.51021009,-0.014426618,-0.00255105,-0.016977669,-1.18,-0.005834957,-581.796667,-2.64,-0.003670086,366.3359467,-215.4607203,0,100000,100000,0,-100000,0,-100000,-8.333333333,1.46E-11,200000,-100000,-8.333333333,-223.8110313,-6803.157235,-14087.90587
585,5/4/2026,5/5/2026,1,201.64,203.24,1.306841564,0.79%,718.01,723.77,1.54391092,0.80%,0.01%,16.67%,0.01%,16.67%,3.561159221,3.496070122,3.503778195,1,1,495.9333466,492.0291281,0,3.904218434,-3.904218434,-139.2738263,-138.1654393,1.108386973,0,1.108386973,-0.019521092,-0.005541935,-0.025063027,1.6,0.007903618,793.4933545,5.76,0.007990166,-802.2172393,-8.723884821,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,-11.52672563,-6814.68396,-14099.4326
586,5/5/2026,5/6/2026,1,203.24,204.85,1.31719393,0.79%,723.77,733.83,1.565370422,1.38%,0.59%,17.26%,0.59%,17.26%,3.582279717,3.503778195,3.512148091,1,1,492.0291281,488.1620698,0,3.867058317,-3.867058317,-138.1654393,-136.2713435,1.894095798,0,1.894095798,-0.019335292,-0.009470479,-0.028805771,1.61,0.007890457,792.1668963,10.06,0.013803732,-1389.944319,-597.777423,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-600.5840066,-7415.267967,-14700.01661
587,5/6/2026,5/7/2026,1,204.85,203.54,1.308770576,-0.64%,733.83,731.58,1.560570831,-0.31%,0.33%,17.60%,0.33%,17.60%,3.594281222,3.512148091,3.520237051,1,1,488.1620698,491.3039206,3.141850798,0,3.141850798,-136.2713435,-136.6904508,0,0.419107306,-0.419107306,-0.015709254,-0.002095537,-0.017804791,-1.31,-0.006415458,-639.4923114,-2.25,-0.003070815,306.6105229,-332.8817886,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-335.6773711,-7750.945338,-15035.69398
588,5/7/2026,5/8/2026,1,203.54,204.1,1.312371399,0.27%,731.58,737.62,1.573455065,0.82%,0.55%,18.14%,0.55%,18.14%,3.614012739,3.520237051,3.528178979,1,1,491.3039206,489.955904,0,1.348016637,-1.348016637,-136.6904508,-135.5711613,1.119289503,0,1.119289503,-0.006740083,-0.005596448,-0.012336531,0.56,0.002747524,275.1301955,6.04,0.008222208,-825.6103229,-550.4801273,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,-553.2702416,-8304.21558,-15588.96422
589,5/8/2026,5/11/2026,3,204.1,203.99,1.311664095,-0.05%,737.62,739.3,1.577038759,0.23%,0.28%,18.43%,0.28%,18.43%,3.624197265,3.528178979,3.536854517,1,1,489.955904,490.2201088,0.26420486,0,0.26420486,-135.5711613,-135.2630867,0.308074599,0,0.308074599,-0.001321024,-0.001540373,-0.002861397,-0.11,-0.000539097,-53.89514944,1.68,0.002275006,-227.759551,-281.6547004,0,100000,100000,0,-100000,0,-100000,-8.333333333,-1.46E-11,200000,-100000,-8.333333333,-289.9908952,-8594.206475,-15878.95511
590,5/11/2026,5/12/2026,1,203.99,203.81,1.310506687,-0.09%,739.3,738.18,1.57464963,-0.15%,-0.06%,18.36%,-0.06%,18.36%,3.621902753,3.536854517,3.544039006,1,1,490.2201088,490.6530592,0.432950393,0,0.432950393,-135.2630867,-135.468314,0,0.205227258,-0.205227258,-0.002164752,-0.001026136,-0.003190888,-0.18,-0.000882786,-88.23961959,-1.12,-0.001516095,151.4946571,63.25503752,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,60.47406885,-8533.732406,-15818.48104
591,5/12/2026,5/13/2026,1,203.81,202.92,1.304783951,-0.44%,738.18,742.31,1.583459545,0.56%,1.00%,19.36%,1.00%,19.36%,3.658141139,3.544039006,3.551724514,1,1,490.6530592,492.8050463,2.151987102,0,2.151987102,-135.468314,-134.7146071,0.753706857,0,0.753706857,-0.010759936,-0.003768534,-0.01452847,-0.89,-0.004376375,-436.6812227,4.13,0.005579248,-559.4841367,-996.1653594,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,-998.9576656,-9532.690072,-16817.43871
592,5/13/2026,5/14/2026,1,202.92,203.66,1.309542181,0.36%,742.31,748.17,1.595959811,0.79%,0.42%,19.78%,0.42%,19.78%,3.673622705,3.551724514,3.560550187,1,1,492.8050463,491.0144358,0,1.790610499,-1.790610499,-134.7146071,-133.6594624,1.055144683,0,1.055144683,-0.008953052,-0.005275723,-0.014228776,0.74,0.003640124,364.6757343,5.86,0.007863279,-789.4275976,-424.7518634,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-427.5438699,-9960.233942,-17244.98258
593,5/14/2026,5/15/2026,1,203.66,201.56,1.296039095,-1.04%,748.17,739.17,1.57676145,-1.21%,-0.17%,19.61%,-0.17%,19.61%,3.667245485,3.560550187,3.569138884,1,1,491.0144358,496.1301846,5.115748736,0,5.115748736,-133.6594624,-135.2868758,0,1.627413399,-1.627413399,-0.025578744,-0.008137067,-0.033715811,-2.1,-0.010364833,-1031.130315,-9,-0.01210229,1202.935162,171.8048466,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,168.993353,-9791.240589,-17075.98923
