,bop date,eop date,day count,bop RSP price,eop RSP price,,,bop SPY price,eop SPY price,,,,,,,eop SPY / eop RSP,bop SPY / RSP moving avg,eop SPY / RSP moving avg,current position,new position,bop RSP shares,eop RSP shares,eop RSP shares bought,eop RSP shares sold,eop RSP shares traded,bop SPY shares,eop SPY shares,eop SPY shares bought,eop SPY shares sold,eop SPY shares traded,RSP daily commission,SPY daily commission,daily total commissions,RSP cop,RSP pct cop,RSP daily position pnl,SPY cop,SPY pct cop,SPY daily position pnl,daily position pnl,short RSP investment amount,long RSP investment amount,RSP investment amount,daily RSP borrow cost,short SPY investment amount,long SPY investment amount,SPY investment amount,daily SPY borrow cost,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
183,9/24/2024,9/25/2024,1,177.91,176.81,1.136895576,-0.62%,571.3,570.04,1.21598157,-0.22%,0.40%,6.73%,0.40%,6.73%,3.22402579,3.198290024,3.198447436,1,1,562.0819515,565.57887,3.496918425,0,3.496918425,-175.0393839,-175.4262859,0,0.386902013,-0.386902013,-0.017484592,-0.00193451,-0.019419102,-1.1,-0.006202095,-618.2901467,-1.26,-0.002207932,220.5496237,-397.740523,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-400.5377199,-1662.559352,-8947.30799
184,9/25/2024,9/26/2024,1,176.81,178.29,1.146412037,0.83%,570.04,572.3,1.220802492,0.40%,-0.44%,6.29%,-0.44%,6.29%,3.209938864,3.198447436,3.198393393,1,1,565.57887,560.8839531,0,4.694916863,-4.694916863,-175.4262859,-174.7335314,0.69275451,0,0.69275451,-0.023474584,-0.003463773,-0.026938357,1.48,0.008335728,837.0567276,2.26,0.003956796,-396.4634061,440.5933215,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,437.7886053,-1224.770747,-8509.519385
185,9/26/2024,9/27/2024,1,178.29,178.93,1.150527263,0.36%,572.3,571.47,1.219031976,-0.15%,-0.50%,5.78%,-0.50%,5.78%,3.193818812,3.198393393,3.198116995,1,-1,560.8839531,-558.8777734,0,1119.761727,-1119.761727,-174.7335314,174.9873134,349.7208448,0,349.7208448,-5.598808633,-1.748604224,-7.347412857,0.64,0.00358323,358.96573,-0.83,-0.001451341,145.028831,503.994561,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,493.8693704,-730.9013765,-8015.650015
186,9/27/2024,9/30/2024,3,178.93,179.16,1.152006173,0.13%,571.47,573.76,1.223916892,0.40%,0.27%,6.06%,0.27%,6.06%,3.202500558,3.198116995,3.197987289,-1,1,-558.8777734,558.1603036,1117.038077,0,1117.038077,174.9873134,-174.2889013,0,349.2762147,-349.2762147,-5.585190385,-1.746381074,-7.331571459,0.23,0.001284593,-128.5418879,2.29,0.003999202,400.7209477,272.1790598,-100000,0,-100000,-8.333333333,0,100000,100000,0,1.46E-11,200000,-100000,-8.333333333,256.514155,-474.3872215,-7759.135859
187,9/30/2024,10/1/2024,1,179.16,178.21,1.145897634,-0.53%,573.76,568.62,1.212952495,-0.90%,-0.37%,5.69%,-0.37%,5.69%,3.190730038,3.197987289,3.198523733,1,-1,558.1603036,-561.1357387,0,1119.296042,-1119.296042,-174.2889013,175.8643734,350.1532747,0,350.1532747,-5.596480212,-1.750766373,-7.347246585,-0.95,-0.005316631,-530.2522885,-5.14,-0.008998818,895.8449526,365.5926641,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,355.4676398,-118.9195817,-7403.66822
188,10/1/2024,10/2/2024,1,178.21,178.02,1.144675926,-0.11%,568.62,568.86,1.213464451,0.04%,0.15%,5.84%,0.15%,5.84%,3.195483654,3.198523733,3.199394478,-1,-1,-561.1357387,-561.7346366,0,0.598897822,-0.598897822,175.8643734,175.7901768,0,0.07419655,-0.07419655,-0.002994489,-0.000370983,-0.003365472,-0.19,-0.001066727,106.6157904,0.24,0.000421985,42.20744961,148.82324,-100000,0,-100000,-2.777777778,0,100000,100000,0,-1.46E-11,200000,-100000,-2.777777778,146.0420967,27.12251504,-7257.626123
189,10/2/2024,10/3/2024,1,178.02,177.18,1.139274691,-0.47%,568.86,567.82,1.211245974,-0.18%,0.29%,6.13%,0.29%,6.13%,3.204763517,3.199394478,3.200140489,-1,1,-561.7346366,564.3977876,1126.132424,0,1126.132424,175.7901768,-176.1121482,0,351.9023251,-351.9023251,-5.630662121,-1.759511625,-7.390173746,-0.84,-0.004729739,471.8570947,-1.04,-0.001829891,-182.8217839,289.0353108,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,278.8673593,305.9898743,-6978.758764
190,10/3/2024,10/4/2024,1,177.18,178.57,1.148212449,0.78%,567.82,572.98,1.222253034,0.90%,0.12%,6.25%,0.12%,6.25%,3.20871367,3.200140489,3.202066346,1,1,564.3977876,560.00448,0,4.393307525,-4.393307525,-176.1121482,-174.5261615,1.585986744,0,1.585986744,-0.021966538,-0.007929934,-0.029896471,1.39,0.007814516,784.5129247,5.16,0.009046345,-908.7386848,-124.2257601,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,-127.0334343,178.95644,-7105.792198
191,10/4/2024,10/7/2024,3,178.57,177.18,1.139274691,-0.78%,572.98,567.8,1.211203311,-0.91%,-0.13%,6.12%,-0.13%,6.12%,3.204650638,3.202066346,3.203551057,1,1,560.00448,564.3977876,4.393307525,0,4.393307525,-174.5261615,-176.1183515,0,1.592190061,-1.592190061,-0.021966538,-0.00796095,-0.029927488,-1.39,-0.007814516,-778.4062272,-5.18,-0.009081568,904.0455164,125.6392892,0,100000,100000,0,-100000,0,-100000,-8.333333333,0,200000,-100000,-8.333333333,117.2760284,296.2324683,-6988.51617
192,10/7/2024,10/8/2024,1,177.18,177.6,1.141975309,0.24%,567.8,573.17,1.222658333,0.94%,0.70%,6.83%,0.70%,6.83%,3.227308559,3.203551057,3.205569795,1,1,564.3977876,563.0630631,0,1.334724498,-1.334724498,-176.1183515,-174.4683078,1.6500437,0,1.6500437,-0.006673622,-0.008250219,-0.014923841,0.42,0.002367666,237.0470708,5.37,0.009413113,-945.7555477,-708.708477,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,-711.5011786,-415.2687103,-7700.017348
193,10/8/2024,10/9/2024,1,177.6,178.82,1.149819959,0.68%,573.17,577.14,1.231126944,0.69%,0.01%,6.83%,0.01%,6.83%,3.227491332,3.205569795,3.206037698,1,1,563.0630631,559.2215636,0,3.84149948,-3.84149948,-174.4683078,-173.2681845,1.200123336,0,1.200123336,-0.019207497,-0.006000617,-0.025208114,1.22,0.006845883,686.9369369,3.97,0.006902515,-692.6391821,-5.702245156,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-8.505231047,-423.7739413,-7708.522579
194,10/9/2024,10/10/2024,1,178.82,178.15,1.145511831,-0.38%,577.14,576.13,1.228972461,-0.18%,0.20%,7.03%,0.20%,7.03%,3.233960146,3.206037698,3.206475249,1,1,559.2215636,561.3247264,2.103162771,0,2.103162771,-173.2681845,-173.5719369,0,0.303752393,-0.303752393,-0.010515814,-0.001518762,-0.012034576,-0.67,-0.003753821,-374.6784476,-1.01,-0.001751542,175.0008663,-199.6775813,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,-202.4673936,-626.2413349,-7910.989973
195,10/10/2024,10/11/2024,1,178.15,179.9,1.156764403,0.98%,576.13,579.58,1.236331833,0.60%,-0.38%,6.65%,-0.38%,6.65%,3.22167871,3.206475249,3.206994074,1,1,561.3247264,555.8643691,0,5.46035726,-5.46035726,-173.5719369,-172.5387349,1.033201943,0,1.033201943,-0.027301786,-0.00516601,-0.032467796,1.75,0.009775249,982.3182711,3.45,0.005970374,-598.8231823,383.4950889,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,380.6848433,-245.5564916,-7530.30513
196,10/11/2024,10/14/2024,3,179.9,181.22,1.165252058,0.73%,579.58,584.32,1.24644297,0.81%,0.08%,6.74%,0.08%,6.74%,3.224368171,3.206994074,3.208568734,1,1,555.8643691,551.8154729,0,4.048896188,-4.048896188,-172.5387349,-171.1391019,1.399633084,0,1.399633084,-0.020244481,-0.006998165,-0.027242646,1.32,0.007310622,733.7409672,4.74,0.008145075,-817.8336036,-84.09263644,0,100000,100000,0,-100000,0,-100000,-8.333333333,0,200000,-100000,-8.333333333,-92.45321242,-338.0097041,-7622.758342
197,10/14/2024,10/15/2024,1,181.22,180.4,1.159979424,-0.45%,584.32,579.78,1.236758463,-0.78%,-0.33%,6.41%,-0.33%,6.41%,3.213858093,3.208568734,3.209787865,1,1,551.8154729,554.3237251,2.50825215,0,2.50825215,-171.1391019,-172.4792163,0,1.340114392,-1.340114392,-0.012541261,-0.006700572,-0.019241833,-0.82,-0.004535155,-452.4886878,-4.54,-0.007800057,776.9715225,324.4828347,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,321.6858151,-16.32388899,-7301.072527
198,10/15/2024,10/16/2024,1,180.4,181.62,1.167824074,0.67%,579.78,582.3,1.242134005,0.43%,-0.24%,6.17%,-0.24%,6.17%,3.206144698,3.209787865,3.210796536,1,-1,554.3237251,-550.6001542,0,1104.923879,-1104.923879,-172.4792163,171.7327838,344.212,0,344.212,-5.524619396,-1.72106,-7.245679396,1.22,0.006739985,676.2749446,2.52,0.004337058,-434.647625,241.6273196,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,231.6038624,215.2799734,-7069.468665
199,10/16/2024,10/17/2024,1,181.62,181.33,1.165959362,-0.16%,582.3,582.35,1.242240662,0.01%,0.17%,6.34%,0.17%,6.34%,3.211548006,3.210796536,3.21106735,-1,1,-550.6001542,551.4807257,1102.08088,0,1102.08088,171.7327838,-171.718039,0,343.4508228,-343.4508228,-5.5104044,-1.717254114,-7.227658513,-0.29,-0.001598017,159.6740447,0.05,8.59E-05,8.586639189,168.2606839,-100000,0,-100000,-2.777777778,0,100000,100000,0,1.46E-11,200000,-100000,-2.777777778,158.2552476,373.535221,-6911.213417
200,10/17/2024,10/18/2024,1,181.33,181.87,1.169431584,0.30%,582.35,584.59,1.247018921,0.38%,0.09%,6.42%,0.09%,6.42%,3.214328916,3.21106735,3.211659246,1,1,551.4807257,549.8432947,0,1.637431088,-1.637431088,-171.718039,-171.0600592,0.657979793,0,0.657979793,-0.008187155,-0.003289899,-0.011477054,0.54,0.00297357,297.7995919,2.24,0.003839105,-384.6484073,-86.84881541,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,-89.63807024,283.8971508,-7000.851487
