date, KBE , KBWB ,KBE log rtn,KBWB log rtn, KBE div , KBE div cumsum , KBWB div , KBWB div cumsum , KBE div adjustment , KBWB div adjustment , KBE* , KBWB* , KBWB/KBE , KBWB/KBE avg , KBWB/KBE 10 dma , KBWB/KBE 20 dma , KBE x avg , KBE x 10 dma , KBE x 20 dma ,log diff KBE x avg / KBWB,log diff KBE x 10 dma / KBWB,log diff KBE x 20 dma / KBWB, KBWB*/KBE* , KBWB*/KBE* avg , KBWB*/KBE* 10 dma , KBWB*/KBE* 20 dma , KBE* x avg , KBE* x 10 dma , KBE* x 20 dma ,log diff KBE* x avg / KBWB*,log diff KBE* x 10 dma / KBWB*,log diff KBE* x 20 dma / KBWB*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71%,,,,,,,,,,,,6.78%,,,10.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2026, $59.5500 , $79.0900 ,-2.3238%,-2.4603%, $-   , $-   , $-   , $-   , $-   , $-   , $59.5500 , $79.0900 , 1.3281 , 1.3664 , 1.3324 , 1.3326 , $81.3679 , $79.3526 , $79.3684 ,2.8395%,0.3315%,0.3514%, 1.3281 , 1.3664 , 1.3324 , 1.3326 , $81.3679 , $79.3526 , $79.3684 ,2.8395%,0.3315%,0.3514%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2026, $59.4200 , $78.8900 ,-0.2185%,-0.2532%, $-   , $-   , $-   , $-   , $-   , $-   , $59.4200 , $78.8900 , 1.3277 , 1.3664 , 1.3324 , 1.3318 , $81.1903 , $79.1739 , $79.1816 ,2.8741%,0.3592%,0.3690%, 1.3277 , 1.3664 , 1.3324 , 1.3318 , $81.1903 , $79.1739 , $79.1816 ,2.8741%,0.3592%,0.3690%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2026, $59.3300 , $78.8800 ,-0.1516%,-0.0127%, $-   , $-   , $-   , $-   , $-   , $-   , $59.3300 , $78.8800 , 1.3295 , 1.3664 , 1.3328 , 1.3308 , $81.0673 , $79.0497 , $79.0132 ,2.7352%,0.2149%,0.1687%, 1.3295 , 1.3664 , 1.3328 , 1.3308 , $81.0673 , $79.0497 , $79.0132 ,2.7352%,0.2149%,0.1687%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2026, $58.6600 , $78.3400 ,-1.1357%,-0.6869%, $-   , $-   , $-   , $-   , $-   , $-   , $58.6600 , $78.3400 , 1.3355 , 1.3664 , 1.3329 , 1.3302 , $80.1519 , $78.1814 , $78.0646 ,2.2865%,-0.2027%,-0.3521%, 1.3355 , 1.3664 , 1.3329 , 1.3302 , $80.1519 , $78.1814 , $78.0646 ,2.2865%,-0.2027%,-0.3521%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2026, $58.0700 , $76.3800 ,-1.0109%,-2.5337%, $-   , $-   , $-   , $-   , $-   , $-   , $58.0700 , $76.3800 , 1.3153 , 1.3664 , 1.3304 , 1.3289 , $79.3457 , $77.4024 , $77.2467 ,3.8093%,1.3297%,1.1283%, 1.3153 , 1.3664 , 1.3304 , 1.3289 , $79.3457 , $77.4024 , $77.2467 ,3.8093%,1.3297%,1.1283%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,0,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2026, $57.8200 , $75.8400 ,-0.4314%,-0.7095%, $-   , $-   , $-   , $-   , $-   , $-   , $57.8200 , $75.8400 , 1.3117 , 1.3664 , 1.3275 , 1.3286 , $79.0041 , $76.9262 , $76.8387 ,4.0874%,1.4221%,1.3083%, 1.3117 , 1.3664 , 1.3275 , 1.3286 , $79.0041 , $76.9262 , $76.8387 ,4.0874%,1.4221%,1.3083%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,0,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2026, $58.1600 , $76.4200 ,0.5863%,0.7619%, $-   , $-   , $-   , $-   , $-   , $-   , $58.1600 , $76.4200 , 1.3140 , 1.3664 , 1.3257 , 1.3285 , $79.4687 , $77.2087 , $77.2698 ,3.9118%,1.0268%,1.1058%, 1.3140 , 1.3664 , 1.3257 , 1.3285 , $79.4687 , $77.2087 , $77.2698 ,3.9118%,1.0268%,1.1058%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,0,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2026, $58.2200 , $77.0300 ,0.1031%,0.7951%, $-   , $-   , $-   , $-   , $-   , $-   , $58.2200 , $77.0300 , 1.3231 , 1.3664 , 1.3248 , 1.3287 , $79.5506 , $77.1840 , $77.3457 ,3.2199%,0.1998%,0.4090%, 1.3231 , 1.3664 , 1.3248 , 1.3287 , $79.5506 , $77.1840 , $77.3457 ,3.2199%,0.1998%,0.4090%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2026, $57.5500 , $76.5700 ,-1.1575%,-0.5990%, $-   , $-   , $-   , $-   , $-   , $-   , $57.5500 , $76.5700 , 1.3305 , 1.3664 , 1.3245 , 1.3285 , $78.6352 , $76.2437 , $76.4688 ,2.6614%,-0.4271%,-0.1322%, 1.3305 , 1.3664 , 1.3245 , 1.3285 , $78.6352 , $76.2437 , $76.4688 ,2.6614%,-0.4271%,-0.1322%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2026, $57.9400 , $76.7700 ,0.6754%,0.2609%, $-   , $-   , $-   , $-   , $-   , $-   , $57.9400 , $76.7700 , 1.3250 , 1.3664 , 1.3240 , 1.3283 , $79.1681 , $76.7430 , $76.9707 ,3.0759%,-0.0352%,0.2610%, 1.3250 , 1.3664 , 1.3240 , 1.3283 , $79.1681 , $76.7430 , $76.9707 ,3.0759%,-0.0352%,0.2610%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2026, $57.8500 , $77.0800 ,-0.1555%,0.4030%, $-   , $-   , $-   , $-   , $-   , $-   , $57.8500 , $77.0800 , 1.3324 , 1.3664 , 1.3245 , 1.3285 , $79.0451 , $76.5951 , $76.8412 ,2.5175%,-0.6310%,-0.3102%, 1.3324 , 1.3664 , 1.3245 , 1.3285 , $79.0451 , $76.5951 , $76.8412 ,2.5175%,-0.6310%,-0.3102%,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,0,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2026, $58.4700 , $77.6800 ,1.0660%,0.7754%, $0.3357 , $0.3357 , $0.4898 , $0.4898 , $-   , $-   , $58.4700 , $77.6800 , 1.3285 , 1.3664 , 1.3245 , 1.3285 , $79.8922 , $77.4411 , $77.6746 ,2.8081%,-0.3080%,-0.0070%, 1.3285 , 1.3664 , 1.3245 , 1.3285 , $79.8922 , $77.4411 , $77.6746 ,2.8081%,-0.3080%,-0.0070%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2026, $58.9000 , $78.6100 ,0.7327%,1.1901%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $58.9000 , $78.6100 , 1.3346 , 1.3664 , 1.3251 , 1.3289 , $80.4798 , $78.0158 , $78.2463 ,2.3507%,-0.7588%,-0.4638%, 1.3346 , 1.3664 , 1.3251 , 1.3289 , $80.4798 , $78.0158 , $78.2463 ,2.3507%,-0.7588%,-0.4638%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2026, $59.1900 , $79.0000 ,0.4912%,0.4949%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $59.1900 , $79.0000 , 1.3347 , 1.3664 , 1.3250 , 1.3289 , $80.8760 , $78.4302 , $78.6590 ,2.3470%,-0.7239%,-0.4326%, 1.3347 , 1.3664 , 1.3250 , 1.3289 , $80.8760 , $78.4302 , $78.6590 ,2.3470%,-0.7239%,-0.4326%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2026, $59.0900 , $78.0700 ,-0.1691%,-1.1842%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $59.0900 , $78.0700 , 1.3212 , 1.3664 , 1.3256 , 1.3280 , $80.7394 , $78.2929 , $78.5274 ,3.3621%,0.2851%,0.5842%, 1.3212 , 1.3664 , 1.3256 , 1.3280 , $80.7394 , $78.2929 , $78.5274 ,3.3621%,0.2851%,0.5842%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,0,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/2026, $57.8800 , $76.2100 ,-2.0690%,-2.4113%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $57.8800 , $76.2100 , 1.3167 , 1.3664 , 1.3261 , 1.3268 , $79.0861 , $76.7238 , $76.8649 ,3.7044%,0.6720%,0.8557%, 1.3167 , 1.3664 , 1.3261 , 1.3268 , $79.0861 , $76.7238 , $76.8649 ,3.7044%,0.6720%,0.8557%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,0,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2026, $58.0900 , $76.4000 ,0.3622%,0.2490%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $58.0900 , $76.4000 , 1.3152 , 1.3664 , 1.3262 , 1.3260 , $79.3730 , $77.0314 , $77.0736 ,3.8176%,0.8231%,0.8778%, 1.3152 , 1.3664 , 1.3262 , 1.3260 , $79.3730 , $77.0314 , $77.0736 ,3.8176%,0.8231%,0.8778%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,0,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2026, $59.5500 , $79.1200 ,2.4823%,3.4983%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $59.5500 , $79.1200 , 1.3286 , 1.3664 , 1.3267 , 1.3258 , $81.3679 , $78.9749 , $78.9611 ,2.8016%,-0.1836%,-0.2011%, 1.3286 , 1.3664 , 1.3267 , 1.3258 , $81.3679 , $78.9749 , $78.9611 ,2.8016%,-0.1836%,-0.2011%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2026, $60.1000 , $80.1400 ,0.9194%,1.2809%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $60.1000 , $80.1400 , 1.3334 , 1.3664 , 1.3270 , 1.3258 , $82.1194 , $79.7376 , $79.6798 ,2.4400%,-0.5034%,-0.5759%, 1.3334 , 1.3664 , 1.3270 , 1.3258 , $82.1194 , $79.7376 , $79.6798 ,2.4400%,-0.5034%,-0.5759%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2026, $60.2400 , $80.2900 ,0.2327%,0.1870%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $60.2400 , $80.2900 , 1.3328 , 1.3664 , 1.3278 , 1.3259 , $82.3107 , $79.9411 , $79.8653 ,2.4856%,-0.4355%,-0.5304%, 1.3328 , 1.3664 , 1.3278 , 1.3259 , $82.3107 , $79.9411 , $79.8653 ,2.4856%,-0.4355%,-0.5304%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2026, $60.8700 , $81.0700 ,1.0404%,0.9668%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $60.8700 , $81.0700 , 1.3319 , 1.3664 , 1.3278 , 1.3261 , $83.1716 , $80.8249 , $80.7093 ,2.5592%,-0.3028%,-0.4459%, 1.3319 , 1.3664 , 1.3278 , 1.3261 , $83.1716 , $80.8249 , $80.7093 ,2.5592%,-0.3028%,-0.4459%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2026, $60.9500 , $81.2700 ,0.1313%,0.2464%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $60.9500 , $81.2700 , 1.3334 , 1.3664 , 1.3283 , 1.3264 , $83.2809 , $80.9277 , $80.8267 ,2.4442%,-0.4220%,-0.5469%, 1.3334 , 1.3664 , 1.3283 , 1.3264 , $83.2809 , $80.9277 , $80.8267 ,2.4442%,-0.4220%,-0.5469%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2026, $62.7000 , $84.3200 ,2.8308%,3.6842%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $62.7000 , $84.3200 , 1.3448 , 1.3664 , 1.3293 , 1.3272 , $85.6720 , $83.2817 , $83.1654 ,1.5907%,-1.2390%,-1.3788%, 1.3448 , 1.3664 , 1.3293 , 1.3272 , $85.6720 , $83.2817 , $83.1654 ,1.5907%,-1.2390%,-1.3788%,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2026, $63.6000 , $85.4300 ,1.4252%,1.3078%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $63.6000 , $85.4300 , 1.3432 , 1.3664 , 1.3301 , 1.3276 , $86.9018 , $84.5419 , $84.4078 ,1.7081%,-1.0450%,-1.2038%, 1.3432 , 1.3664 , 1.3301 , 1.3276 , $86.9018 , $84.5419 , $84.4078 ,1.7081%,-1.0450%,-1.2038%,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2026, $62.8400 , $84.8500 ,-1.2022%,-0.6812%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $62.8400 , $84.8500 , 1.3503 , 1.3664 , 1.3330 , 1.3293 , $85.8633 , $83.5854 , $83.4235 ,1.1872%,-1.5016%,-1.6955%, 1.3503 , 1.3664 , 1.3330 , 1.3293 , $85.8633 , $83.5854 , $83.4235 ,1.1872%,-1.5016%,-1.6955%,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/2026, $63.3700 , $85.7600 ,0.8399%,1.0668%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $63.3700 , $85.7600 , 1.3533 , 1.3664 , 1.3367 , 1.3314 , $86.5875 , $84.4745 , $84.2378 ,0.9603%,-1.5104%,-1.7909%, 1.3533 , 1.3664 , 1.3367 , 1.3314 , $86.5875 , $84.4745 , $84.2378 ,0.9603%,-1.5104%,-1.7909%,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/2026, $63.3500 , $85.6900 ,-0.0316%,-0.0817%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $63.3500 , $85.6900 , 1.3526 , 1.3664 , 1.3404 , 1.3333 , $86.5602 , $84.6799 , $84.3432 ,1.0104%,-1.1858%,-1.5842%, 1.3526 , 1.3664 , 1.3404 , 1.3333 , $86.5602 , $84.6799 , $84.3432 ,1.0104%,-1.1858%,-1.5842%,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2026, $63.3500 , $86.0600 ,0.0000%,0.4309%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $63.3500 , $86.0600 , 1.3585 , 1.3664 , 1.3434 , 1.3351 , $86.5602 , $84.9171 , $84.4657 ,0.5795%,-1.3370%,-1.8699%, 1.3585 , 1.3664 , 1.3434 , 1.3351 , $86.5602 , $84.9171 , $84.4657 ,0.5795%,-1.3370%,-1.8699%,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2026, $63.1100 , $85.6600 ,-0.3796%,-0.4659%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $63.1100 , $85.6600 , 1.3573 , 1.3664 , 1.3458 , 1.3364 , $86.2322 , $84.7838 , $84.2574 ,0.6658%,-1.0282%,-1.6509%, 1.3573 , 1.3664 , 1.3458 , 1.3364 , $86.2322 , $84.7838 , $84.2574 ,0.6658%,-1.0282%,-1.6509%,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2026, $64.5600 , $86.8900 ,2.2716%,1.4257%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $64.5600 , $86.8900 , 1.3459 , 1.3664 , 1.3471 , 1.3375 , $88.2135 , $86.8858 , $86.2799 ,1.5117%,-0.0048%,-0.7046%, 1.3459 , 1.3664 , 1.3471 , 1.3375 , $88.2135 , $86.8858 , $86.2799 ,1.5117%,-0.0048%,-0.7046%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2026, $64.8300 , $87.7800 ,0.4173%,1.0191%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $64.8300 , $87.7800 , 1.3540 , 1.3664 , 1.3493 , 1.3386 , $88.5824 , $87.3338 , $86.7084 ,0.9100%,-0.5097%,-1.2283%, 1.3540 , 1.3664 , 1.3493 , 1.3386 , $88.5824 , $87.3338 , $86.7084 ,0.9100%,-0.5097%,-1.2283%,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2026, $64.1500 , $87.6500 ,-1.0544%,-0.1482%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $64.1500 , $87.6500 , 1.3663 , 1.3664 , 1.3526 , 1.3404 , $87.6533 , $86.5598 , $85.8682 ,0.0037%,-1.2516%,-2.0538%, 1.3663 , 1.3664 , 1.3526 , 1.3404 , $87.6533 , $86.5598 , $85.8682 ,0.0037%,-1.2516%,-2.0538%,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2026, $63.7700 , $87.1900 ,-0.5941%,-0.5262%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $63.7700 , $87.1900 , 1.3673 , 1.3664 , 1.3549 , 1.3421 , $87.1341 , $86.2571 , $85.4800 ,-0.0642%,-1.0757%,-1.9807%, 1.3673 , 1.3664 , 1.3549 , 1.3421 , $87.1341 , $86.2571 , $85.4800 ,-0.0642%,-1.0757%,-1.9807%,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2026, $64.3300 , $86.9700 ,0.8743%,-0.2526%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $64.3300 , $86.9700 , 1.3519 , 1.3664 , 1.3557 , 1.3429 , $87.8992 , $87.1590 , $86.3356 ,1.0628%,0.2170%,-0.7321%, 1.3519 , 1.3664 , 1.3557 , 1.3429 , $87.8992 , $87.1590 , $86.3356 ,1.0628%,0.2170%,-0.7321%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2026, $63.5000 , $85.7800 ,-1.2986%,-1.3777%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $63.5000 , $85.7800 , 1.3509 , 1.3664 , 1.3558 , 1.3444 , $86.7651 , $86.0896 , $85.2765 ,1.1419%,0.3603%,-0.5887%, 1.3509 , 1.3664 , 1.3558 , 1.3444 , $86.7651 , $86.0896 , $85.2765 ,1.1419%,0.3603%,-0.5887%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2026, $64.3800 , $86.9700 ,1.3763%,1.3777%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $64.3800 , $86.9700 , 1.3509 , 1.3664 , 1.3556 , 1.3461 , $87.9675 , $87.2866 , $86.5537 ,1.1405%,0.3634%,-0.4798%, 1.3509 , 1.3664 , 1.3556 , 1.3461 , $87.9675 , $87.2866 , $86.5537 ,1.1405%,0.3634%,-0.4798%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2026, $64.6100 , $86.8700 ,0.3566%,-0.1150%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $64.6100 , $86.8700 , 1.3445 , 1.3664 , 1.3547 , 1.3476 , $88.2818 , $87.5827 , $86.9734 ,1.6121%,0.8171%,0.1190%, 1.3445 , 1.3664 , 1.3547 , 1.3476 , $88.2818 , $87.5827 , $86.9734 ,1.6121%,0.8171%,0.1190%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2026, $63.6100 , $86.0300 ,-1.5599%,-0.9717%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $63.6100 , $86.0300 , 1.3525 , 1.3664 , 1.3541 , 1.3488 , $86.9154 , $86.1755 , $85.7206 ,1.0240%,0.1690%,-0.3603%, 1.3525 , 1.3664 , 1.3541 , 1.3488 , $86.9154 , $86.1755 , $85.7206 ,1.0240%,0.1690%,-0.3603%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2026, $64.1900 , $87.3300 ,0.9077%,1.4998%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $64.1900 , $87.3300 , 1.3605 , 1.3664 , 1.3545 , 1.3501 , $87.7079 , $86.9226 , $86.5786 ,0.4318%,-0.4676%,-0.8641%, 1.3605 , 1.3664 , 1.3545 , 1.3501 , $87.7079 , $86.9226 , $86.5786 ,0.4318%,-0.4676%,-0.8641%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2026, $64.0700 , $86.8000 ,-0.1871%,-0.6087%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $64.0700 , $86.8000 , 1.3548 , 1.3664 , 1.3554 , 1.3512 , $87.5440 , $86.7805 , $86.5034 ,0.8535%,-0.0225%,-0.3423%, 1.3548 , 1.3664 , 1.3554 , 1.3512 , $87.5440 , $86.7805 , $86.5034 ,0.8535%,-0.0225%,-0.3423%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
