date,BATRA,BATRK,BF A,BF B,LEN,LEN B,MOG A,MOG B,SMH,SOXX,Z,ZG
2022-09-12,29.94,28.96,73.69,73.49,77.4581,60.7401,78.93,78.97,108.7,125.8067,37.13,37.55
2022-09-13,29.44,28.44,72.53,71.24,71.3276,56.1591,75.19,78.97,102.23,117.9933,35.48,35.87
2022-09-14,29.71,28.63,73.56,72.04,70.5685,55.4178,75.83,77.0,103.34,119.3333,35.66,35.97
2022-09-15,29.47,28.55,72.3,70.33,70.9336,55.5129,74.82,76.95,101.5,117.3533,35.93,36.21
2022-09-16,29.56,28.47,71.33,70.56,72.8266,57.0905,74.45,76.95,101.955,118.0567,34.16,34.1
2022-09-19,29.58,28.71,73.15,71.23,75.4018,58.2215,75.73,76.95,102.625,118.6767,32.93,33.02
2022-09-20,29.36,28.5,73.07,71.01,73.874,57.1285,74.95,76.95,101.205,117.1,32.34,32.39
2022-09-21,28.76,27.96,72.1,70.8,72.9515,56.4252,74.41,76.8,100.36,115.9167,31.27,31.4
2022-09-22,27.91,27.11,71.06,69.83,74.4025,57.9459,73.85,76.8,97.58,112.7633,30.4,30.54
2022-09-23,27.61,26.82,69.32,68.56,74.0566,57.4802,72.53,76.8,96.185,111.2533,29.51,29.54
2022-09-26,27.65,26.81,69.66,68.85,70.8183,55.4083,71.6,75.16,95.065,108.9933,29.28,29.27
2022-09-27,28.01,27.26,68.21,67.5,70.5973,55.2182,70.8,75.16,95.785,110.0067,29.05,29.07
2022-09-28,28.77,27.99,69.11,68.1,74.4505,58.25,72.54,75.16,97.005,111.5667,29.76,29.83
2022-09-29,28.46,27.73,68.27,67.4,72.0387,57.024,71.25,71.4,93.95,108.0967,29.21,29.26
2022-09-30,28.15,27.5,67.56,66.57,71.6351,56.5583,70.35,71.4,92.56,106.2433,28.61,28.63
2022-10-03,28.51,27.81,69.28,68.28,75.1039,59.0198,72.61,71.4,95.88,109.9167,29.48,29.51
2022-10-04,28.95,28.25,69.27,68.51,77.7464,61.2723,75.0,75.51,99.98,115.0733,31.53,31.55
2022-10-05,28.7,28.2,67.99,67.39,76.7279,60.569,74.61,75.51,100.97,116.0133,29.97,30.13
2022-10-06,28.94,28.25,67.57,66.2,77.0257,60.7971,75.25,75.31,100.28,115.55,30.5,30.61
2022-10-07,28.8,28.23,66.18,65.13,75.0559,59.1909,75.37,75.68,94.3,108.6167,29.23,29.27
2022-10-10,28.63,27.97,65.93,65.0,75.1232,59.514,76.07,76.95,91.15,104.9233,29.36,29.38
2022-10-11,28.88,28.39,65.64,64.65,75.1039,59.6091,76.0,76.95,88.275,101.9733,28.04,28.14
2022-10-12,28.86,28.26,65.5,64.46,73.5185,58.4211,74.06,76.95,87.745,100.9833,28.76,28.81
2022-10-13,29.58,29.15,66.65,65.43,73.1437,57.9554,76.04,76.95,90.43,103.89,28.05,28.1
2022-10-14,30.14,29.54,65.13,63.89,70.5877,56.1496,74.7,76.95,86.575,99.56,26.97,27.02
2022-10-17,29.87,29.37,66.69,65.41,71.5774,56.8434,77.04,76.95,88.625,101.67,28.83,29.01
2022-10-18,29.58,29.07,66.95,65.74,73.8644,58.6017,79.49,76.95,88.645,102.02,28.78,28.91
2022-10-19,29.77,29.28,65.55,64.26,69.4635,55.6934,79.8,76.95,89.36,102.6733,28.72,28.81
2022-10-20,30.09,29.6,64.3,63.37,68.589,55.0472,79.35,79.59,90.07,103.31,28.53,28.64
2022-10-21,30.77,30.35,64.64,63.9,70.5589,55.9881,81.1,79.59,93.175,107.15,29.29,29.37
2022-10-24,30.9,30.49,65.35,64.47,71.5294,56.8339,81.84,82.94,93.47,107.6133,29.12,29.19
2022-10-25,31.28,30.92,67.42,66.82,75.5267,60.3029,82.39,82.94,94.95,110.07,31.21,31.29
2022-10-26,31.82,31.26,67.42,66.63,75.7093,60.3219,81.74,82.94,94.02,108.9867,30.67,30.74
2022-10-27,31.79,31.26,67.24,66.59,76.3531,60.8161,82.81,82.94,92.845,107.0533,30.63,30.7
2022-10-28,32.34,31.94,69.03,68.17,78.8322,63.1066,84.4,86.18,96.39,111.25,30.86,30.94
2022-10-31,31.89,31.16,68.77,68.0,77.5446,61.9851,84.75,86.18,94.61,108.8267,30.86,30.93
2022-11-01,32.04,31.56,68.17,67.44,78.4287,63.2681,84.78,86.18,95.265,109.7033,30.98,30.96
2022-11-02,31.33,30.64,67.16,66.44,76.872,61.7095,82.35,86.18,92.535,106.24,29.5,29.43
2022-11-03,31.13,30.64,66.69,66.16,75.9111,60.9492,82.4,83.53,91.45,104.8167,32.61,32.42
2022-11-04,30.79,30.28,67.83,67.15,76.4972,61.757,81.81,83.53,95.7,109.6667,32.52,32.19
2022-11-07,31.36,31.0,67.72,67.09,76.1513,61.3483,87.0,85.05,97.59,112.0367,33.7,33.44
2022-11-08,31.25,30.81,67.67,66.99,74.7292,60.2459,85.94,85.17,99.695,114.5033,33.1,32.77
2022-11-09,31.08,30.66,67.83,66.44,75.4595,60.55,85.44,85.17,96.985,110.8433,32.14,31.85
2022-11-10,32.07,31.68,70.51,69.84,84.9436,68.5809,89.15,85.17,106.895,122.3133,35.81,35.45
2022-11-11,30.57,30.06,70.32,69.64,84.588,68.5048,86.94,85.17,110.4,126.0567,37.92,37.48
2022-11-14,31.05,30.57,69.72,68.88,82.3876,66.7846,86.52,85.17,109.355,124.6767,36.88,36.49
2022-11-15,31.35,30.87,69.92,69.25,84.319,68.2102,87.45,85.17,112.8,128.29,37.75,37.26
2022-11-16,31.45,30.89,70.05,69.56,83.0698,67.5829,87.48,87.53,108.74,122.9933,36.96,36.5
2022-11-17,33.48,33.09,69.41,68.89,81.763,66.3664,86.93,86.95,109.56,123.9567,37.31,36.87
2022-11-18,33.76,33.22,70.58,69.79,81.3978,66.2429,87.88,87.78,109.76,124.2333,35.26,34.81
2022-11-21,33.47,32.99,71.15,70.47,80.1775,65.1974,88.69,88.66,107.84,122.1733,34.16,33.7
2022-11-22,33.34,32.91,72.44,72.24,81.7918,66.4425,88.6,88.68,110.975,125.8133,34.45,34.08
2022-11-23,33.35,33.0,72.62,72.57,83.0794,67.64,88.57,88.74,111.94,127.3333,35.48,35.04
2022-11-25,33.49,33.11,72.59,72.73,83.0025,67.7255,88.74,88.86,110.625,125.6367,35.29,34.82
2022-11-28,32.93,32.35,71.82,71.93,82.0128,66.8036,86.66,86.62,108.015,122.4967,35.29,34.79
2022-11-29,32.6,32.23,71.09,71.12,83.0218,67.621,84.94,86.62,107.72,122.0233,35.31,34.81
2022-11-30,33.12,32.58,72.99,73.02,84.3958,69.0085,87.03,86.62,113.865,129.3433,37.98,37.4
2022-12-01,32.87,32.52,73.95,74.05,84.7129,69.7974,86.72,86.62,113.5,128.4133,38.32,37.92
2022-12-02,33.6,33.25,74.26,74.51,84.8475,69.1796,88.23,88.14,111.94,126.9633,38.68,38.19
2022-12-05,33.04,32.7,73.66,74.02,83.9346,68.4953,86.87,88.14,110.605,125.3567,37.54,37.06
2022-12-06,33.61,33.2,73.27,73.65,82.5413,67.4974,87.22,88.14,108.18,122.72,36.92,36.36
2022-12-07,33.04,32.49,68.0,68.27,85.5201,70.111,86.75,88.14,108.155,122.4567,35.62,35.05
2022-12-08,33.25,32.76,67.88,68.13,85.9333,69.9589,87.0,85.93,110.91,125.9967,34.94,33.96
2022-12-09,32.88,32.51,67.62,67.92,85.0397,68.9895,85.16,85.93,110.02,124.83,35.1,34.05
2022-12-12,32.71,32.3,68.58,68.84,85.5201,69.7213,85.16,85.72,111.98,127.04,35.44,34.45
2022-12-13,32.91,32.52,69.05,69.19,87.0479,70.3296,85.0,87.34,113.845,128.8633,37.97,37.07
2022-12-14,33.05,32.58,68.84,68.94,87.2689,70.6052,84.34,87.34,111.885,126.93,37.95,37.14
2022-12-15,33.16,32.5,66.9,66.86,90.6033,73.8841,83.23,87.34,107.625,121.56,36.2,35.38
2022-12-16,32.9,32.24,65.94,65.86,88.595,72.449,82.66,84.62,106.79,120.64,36.05,35.02
2022-12-19,31.89,31.29,65.55,65.46,86.5771,70.6147,86.48,87.29,104.34,119.1467,34.38,33.48
2022-12-20,31.99,31.59,65.28,65.1,85.5201,69.7974,87.61,88.13,103.83,118.42,33.62,32.67
2022-12-21,32.49,32.07,66.61,66.82,87.0287,71.0804,89.24,89.92,106.15,121.0867,33.95,33.05
2022-12-22,32.65,32.22,66.52,66.52,87.4803,71.6412,86.03,89.92,101.75,116.1933,33.46,32.44
2022-12-23,32.79,32.38,66.3,66.35,87.0768,71.375,86.86,89.92,101.74,116.2933,33.13,32.12
2022-12-27,32.74,32.25,66.42,66.58,87.1536,71.3085,87.5,89.92,99.92,114.1933,32.5,31.54
2022-12-28,32.43,32.0,65.35,65.57,85.0397,69.2461,85.83,85.79,98.65,112.51,31.29,30.39
2022-12-29,32.78,32.35,66.04,66.15,87.1248,71.1564,87.17,87.28,101.87,116.1,31.97,31.1
2022-12-30,32.67,32.23,65.76,65.68,86.9615,71.0709,87.76,86.92,101.47,115.9933,32.21,31.21
2023-01-03,32.84,32.29,65.11,64.99,88.3836,72.354,89.4,86.92,100.69,114.8633,33.68,32.82
2023-01-04,32.86,32.3,65.56,65.53,89.9498,73.8841,88.87,86.92,103.25,117.82,35.61,34.74
2023-01-05,33.37,32.99,63.54,63.74,90.1132,73.8651,88.18,86.92,101.4,115.8333,35.1,34.25
2023-01-06,34.57,34.0,64.28,64.41,91.9197,75.2717,89.72,86.92,105.835,121.2233,35.88,34.96
2023-01-09,34.11,33.61,64.47,64.69,91.5642,74.5969,88.01,86.92,108.14,123.4567,38.75,37.78
2023-01-10,34.52,34.0,64.92,65.26,92.7941,75.3857,88.91,86.92,109.545,125.0533,40.86,39.73
2023-01-11,35.51,35.0,65.89,66.13,94.7255,77.7332,89.88,86.92,110.83,126.6667,42.35,41.07
2023-01-12,35.39,34.97,65.55,65.67,95.2732,77.9993,92.11,86.92,112.49,128.2067,43.23,42.07
2023-01-13,35.73,34.99,67.25,67.07,94.9561,77.7047,91.76,86.92,112.895,128.7367,43.45,42.23
2023-01-17,35.34,34.7,68.04,68.0,94.9177,77.7332,91.5,86.92,113.565,128.8833,42.83,41.67
2023-01-18,35.07,34.61,66.63,66.69,93.7454,76.8779,90.11,86.92,112.855,128.2067,42.46,41.37
2023-01-19,35.14,34.63,65.66,65.9,91.9581,75.3952,89.0,88.88,110.095,124.61,41.81,40.83
2023-01-20,35.08,34.45,66.08,66.25,92.9094,76.6022,90.2,88.88,113.675,128.51,43.16,42.02
2023-01-23,35.22,34.65,66.49,66.51,93.7166,77.2675,90.6,90.3,119.035,134.9633,44.42,43.19
2023-01-24,35.34,34.78,66.93,67.16,95.2156,78.5506,92.0,90.3,118.19,133.9433,44.62,43.33
2023-01-25,35.45,34.92,68.01,68.35,95.1675,78.5411,92.52,90.3,118.31,134.3067,42.25,41.14
2023-01-26,35.67,35.2,66.69,67.16,96.1092,79.4915,93.68,92.72,120.43,136.57,43.73,42.47
2023-01-27,35.04,34.56,66.41,66.84,96.6761,80.3658,93.14,93.37,119.64,135.7,44.56,43.25
2023-01-30,34.82,34.42,65.67,66.0,95.3405,79.653,93.15,93.02,116.775,132.0967,43.37,42.18
2023-01-31,35.13,34.68,66.5,66.58,98.3962,82.0765,95.32,94.64,118.55,134.56,44.21,42.96
2023-02-01,35.25,34.83,67.09,67.18,100.5966,83.255,95.33,94.64,124.14,141.5767,44.98,43.8
2023-02-02,35.48,35.03,66.78,66.84,103.8541,84.9182,94.73,94.64,126.795,144.8567,47.15,46.14
2023-02-03,35.38,34.94,67.05,66.84,100.7119,82.7798,93.45,93.65,124.465,142.03,46.15,45.03
2023-02-06,34.81,34.39,66.66,66.65,98.7133,81.4968,97.9,97.5,122.395,139.7233,44.82,44.01
2023-02-07,34.96,34.48,65.78,65.79,99.4724,82.1241,99.18,97.5,126.07,144.1667,46.36,45.47
2023-02-08,34.5,34.09,64.85,65.03,96.8875,80.2708,99.22,97.5,123.6,141.0667,44.44,43.8
2023-02-09,34.21,33.79,64.45,64.55,96.926,80.2423,99.6,99.2,124.09,141.4267,43.36,42.63
